deviceID,patchID,gameID,encounterLevel,roomName,turnID,castOrder,cardColor,cardName,heldFlag,replacedFlag,unplayedFlag,castFlag,casterName,targetCount,targetName,vitDamageDone,shieldDamageDone,manaGenerated,manaUsed
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,1,0,Blue,Attack,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,1,0,Blue,Attack,FALSE,FALSE,FALSE,TRUE,Mage,1,|Agg M Enemy Explode(Clone)|,3,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,1,0,Blue,Attack,FALSE,FALSE,FALSE,TRUE,Mage,1,|Agg M Enemy Explode(Clone)|,3,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,1,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,1,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Enemy,Crystalize,FALSE,FALSE,FALSE,TRUE,Agg M Enemy Explode(Clone),1,|Agg M Enemy Explode(Clone)|,1,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Enemy,Grow,FALSE,FALSE,FALSE,TRUE,Mid M Enemy(Clone),1,|Mid M Enemy(Clone)|,0,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg M Enemy Explode(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg M Enemy Explode(Clone)|,9,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Blue,Marked for Death,FALSE,FALSE,FALSE,TRUE,Mage,1,|Mid M Enemy(Clone)|,0,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,2,0,Blue,Smite,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid M Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid M Enemy(Clone)|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid M Enemy(Clone)|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid M Enemy(Clone)|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid M Enemy(Clone)|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Blue,Smite,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,0,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,0,0,Red,Massive Swing,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,0,0,Blue,Smite,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,0,0,Blue,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,0,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,0,0,Green,Attack,TRUE,FALSE,FALSE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Blue,Attack,FALSE,FALSE,FALSE,TRUE,Mage,1,|Mid XS Enemy(Clone)|Mid XS Enemy(Clone)|,3,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Green,Boomerang,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Blue,Attack,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Red,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,1,0,Green,Boomerang,TRUE,FALSE,FALSE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Enemy,Spit,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Berzerker|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Enemy,Spit,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Berzerker|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Enemy,Cheer,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Mid XS Enemy(Clone)|,0,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Enemy,Spit,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Mage|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Enemy,Spit,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Archer|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,9,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Green,Boomerang,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Blue,Haste,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Green,Boomerang,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid XS Enemy(Clone)|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Green,Boomerang,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid XS Enemy(Clone)|,2,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,2,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Enemy,Cheer,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Mid XS Enemy(Clone)|,0,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Enemy,Cheer,FALSE,FALSE,FALSE,TRUE,Mid XS Enemy(Clone),1,|Mid XS Enemy(Clone)|,0,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Red,Overdrive,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,8,0,0,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,9,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Blue,Marked for Death,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,1,Midrange Swarm Room,3,0,Blue,Smite,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,0,0,Blue,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,0,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,0,0,Blue,Marked for Death,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,0,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,0,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Enemy,Pack Mentality,FALSE,FALSE,FALSE,TRUE,Agg L Enemy(Clone),1,|Agg L Enemy(Clone)|,0,0,0,3
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Red,Overdrive,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,8,0,0,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Blue,Haste,FALSE,FALSE,FALSE,TRUE,Mage,1,|Berzerker|,0,0,0,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Green,Boomerang,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Blue,Attack,FALSE,FALSE,FALSE,TRUE,Mage,1,|Agg L Enemy(Clone)|,3,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Red,Massive Swing,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,1,0,Blue,Smite,FALSE,FALSE,FALSE,TRUE,Mage,1,|Agg L Enemy(Clone)|,2,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,2,0,Blue,Smite,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,2,0,Blue,Attack,FALSE,FALSE,FALSE,TRUE,Mage,1,|Mid XS Enemy(Clone)|,3,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,2,0,Red,Get Over Here,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|,4,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,2,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid XS Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,2,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,2,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,3,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg L Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,3,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg L Enemy(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,3,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg L Enemy(Clone)|,9,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,3,0,Blue,Attack,FALSE,FALSE,FALSE,TRUE,Mage,1,|Agg L Enemy(Clone)|,3,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,3,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,4,0,Enemy,Bite,FALSE,FALSE,FALSE,TRUE,Agg L Enemy(Clone),1,|Berzerker|,15,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,4,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg L Enemy(Clone)|,9,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,4,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,4,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,4,0,Red,Massive Swing,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,2,Aggro Big Room,4,0,Blue,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,0,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,0,0,Red,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,0,0,Blue,Marked for Death,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,0,0,Blue,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,0,0,Blue,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Enemy,Crystalize,FALSE,FALSE,FALSE,TRUE,Agg M Enemy Explode(Clone),1,|Agg M Enemy Explode(Clone)|,1,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Red,Get Over Here,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Blue,Smite,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid M Enemy(Clone)|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|Mid M Enemy(Clone)|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Blue,Haste,FALSE,FALSE,FALSE,TRUE,Mage,1,|Berzerker|,0,0,0,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,1,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Enemy,Crystalize,FALSE,FALSE,FALSE,TRUE,Agg M Enemy Explode(Clone),1,|Agg M Enemy Explode(Clone)|,1,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg M Enemy Explode(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Red,Attack,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg M Enemy Explode(Clone)|,4,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Agg M Enemy Explode(Clone)|,9,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Green,Attack,FALSE,FALSE,FALSE,TRUE,Archer,1,|Agg M Enemy Explode(Clone)|,2,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Blue,Attack,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Red,Attack,FALSE,TRUE,FALSE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,2,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Enemy,Crystalize,FALSE,FALSE,FALSE,TRUE,Agg M Enemy Explode(Clone),1,|Agg M Enemy Explode(Clone)|,1,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Enemy,Grow,FALSE,FALSE,FALSE,TRUE,Mid M Enemy(Clone),1,|Mid M Enemy(Clone)|,0,0,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Blue,Barrier,FALSE,FALSE,FALSE,TRUE,Mage,1,|Berzerker|,0,0,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Blue,Smite,FALSE,FALSE,FALSE,TRUE,Mage,2,|Mid M Enemy(Clone)|Agg M Enemy Explode(Clone)|,4,0,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Red,Massive Swing,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid M Enemy(Clone)|,3,6,0,2
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Red,Overdrive,FALSE,FALSE,FALSE,TRUE,Berzerker,1,|Mid M Enemy(Clone)|,2,6,0,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,3,Medium Room 2,3,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,0,Medium Room,0,0,Green,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,0,Medium Room,0,0,Green,Boomerang,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,1
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,0,Medium Room,0,0,Blue,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,0,Medium Room,0,0,Red,Attack,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,1,0
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,0,Medium Room,0,0,Red,Massive Swing,FALSE,FALSE,TRUE,FALSE,None,None,None,None,None,0,2
