deviceID,patchID,gameID,worldLevel,encounterLevel,cardColor,cardName,energyCost,manaCost,chosenFlag,removedFlag,finalDeckListFlag
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Red,Get Over Here,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Marked for Death,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Attack,1,0,FALSE,TRUE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Barrier,1,0,TRUE,FALSE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Overdrive,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Get Over Here,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Barrier,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Marked for Death,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:07,,2,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Massive Swing,0,2,FALSE,TRUE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Overdrive,0,0,TRUE,FALSE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Overdrive,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Marked for Death,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,0,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Boomerang,0,1,FALSE,TRUE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Arrow,0,2,TRUE,FALSE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Overdrive,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Marked for Death,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,1,Green,Arrow,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Boomerang,0,1,FALSE,TRUE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Dampening Waves,1,0,TRUE,FALSE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Overdrive,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Marked for Death,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Dampening Waves,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,2,Green,Arrow,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Dampening Waves,1,0,FALSE,TRUE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Explosive Trap,1,0,TRUE,FALSE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Overdrive,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Marked for Death,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Blue,Smite,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Explosive Trap,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Boomerang,0,1,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,3,Green,Arrow,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Blue,Attack,1,0,FALSE,TRUE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Blue,Cleanse,1,0,TRUE,FALSE,FALSE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Overdrive,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Attack,1,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Red,Massive Swing,0,2,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Blue,Haste,0,0,FALSE,FALSE,TRUE
84c93676be7975ba3882f25ee48caafced6d1125,0.4.0,4/13/2020 22:28,,4,Blue,Attack,1,0,FALSE,FALSE,TRUE
